Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BF-B,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRK-B,BRO,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDAY,CDNS,CDW,CE,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTLT,CTRA,CTSH,CTVA,CVS,CVX,CZR,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DLR,DLTR,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,ETSY,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FLT,FMC,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,INVH,IP,IPG,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRNA,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PANW,PARA,PAYC,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PM,PNC,PNR,PNW,PODD,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBAC,SBUX,SCHW,SEDG,SEE,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VICI,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WRK,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS
2020-01-02,1410500,6451100,944900,135480400,5639200,817600,4969000,1376700,2431100,1990100,1279300,3081000,1364600,1515000,1460900,1779700,3069900,3363200,3104600,332800,724500,1079900,1620800,789700,1396600,1212400,572400,6647900,10029700,80331100,1108200,2088000,822100,1426000,80580000,2498000,657900,830100,1093200,3395100,1320500,2343000,1655300,1094900,906900,5189400,817400,2032900,699300,1618900,849400,2708000,212200,4544400,37614200,2178900,2957800,9148976,2447500,1725895,3627000,1094000,574600,1178300,150800,2587200,329000,4714900,560400,13163700,391200,3764000,1354300,6092400,1351045,605700,12728900,4299000,2824600,3311900,2037800,460700,1326700,1795500,4201000,1294000,1410700,1333700,908100,2653500,2903800,1424300,1258800,1378800,1372600,801100,3441800,1292500,1457000,20170500,1464900,487300,1272900,2420100,4969200,3385800,1603000,317000,4122800,2103600,1730300,5433000,585600,337200,5189300,16708100,3162000,8490300,544200,703400,8088300,2234500,6896100,5022700,5205000,1576400,3004200,4459200,5967300,1591100,1559200,1918500,1020900,3492000,2585100,9502100,1071900,2191500,937500,5145200,500000,2745500,1096980,3921800,1310700,5091400,2930700,3410400,1901000,4979300,1590500,1335100,832900,2632200,1138700,1200500,1187000,2532300,7775400,2496400,229600,448500,1797800,9285400,3278200,412400,2380800,1453100,2152300,2008000,4137000,7026544,1062400,3481200,950900,43425700,1822000,4190300,22771700,314500,3027600,4639300,592200,5197700,145800,3002300,4618500,814000,1023100,1153800,4500700,417000,1053800,5541000,1939007,1472100,13998416,5273300,5038200,4422100,837100,5627500,7454400,392400,28132000,27278000,815100,1816400,828000,3736300,376700,9125500,1043200,9975100,780100,3935700,1561400,1612000,204800,2014600,1644100,2857400,8601700,7194700,2405700,987600,8615600,821500,678000,3037000,3293436,3045300,445500,326500,881200,813900,1679600,18056000,1124500,2527700,3449002,4513100,1925900,917100,8480500,1623000,769100,1257500,5218800,1186000,623100,4201500,446400,5777000,2876000,10803700,2699500,1924300,11104200,1231200,6008700,7470300,1056900,1421300,10373100,2038800,11867700,6224900,1081400,793600,3149200,948544,1214700,2604100,1673800,2204200,1258400,2347600,1387300,2788800,1506400,3713000,5299600,1593400,2321400,1334800,3272400,488100,1905600,2145600,3554200,9717800,976500,869700,7272900,3917000,4416800,12077100,3466700,585200,1561200,226200,553500,2014000,3601700,3566000,8717200,523300,4173100,4497400,333700,8251428,1233600,10437700,7808000,543300,22622100,1356900,509100,1711400,150300,20173200,977700,1923900,251900,7884800,6287500,4485800,4254200,5644100,941900,1831100,2581100,1458800,1670000,675700,2466800,23753600,39900,3998300,775400,2182900,2247900,2061523,979500,1943600,1951400,5651000,13899600,796100,13066400,2835900,5738100,388700,1307000,2597100,8932400,5490200,2557800,3784100,16514072,1164500,8130800,2880700,845200,2049300,860800,2246200,5107200,1881300,791000,744100,536400,157000,1393100,6116400,1744600,862200,1607900,539500,1030700,995700,7418800,8413900,1870600,1014400,181300,759300,512400,8972200,864800,1137600,781100,444200,638200,2978700,754400,1722500,1688500,4451584,708900,555800,6473800,5644800,2154800,1403600,1945800,713100,9147400,467900,1095100,4675900,1849300,1092300,1262100,641200,1260000,1942000,2018200,1060500,1026000,2351900,3568100,1092600,2121900,43165445,1771400,311700,193800,471600,1866500,1100800,5607100,262900,5149800,5190200,1173300,3392700,3823600,1620900,626100,1399600,1117300,1068900,142981500,2672200,2158173,1114200,4614000,1570200,343900,2769800,1544300,403400,1182300,2543400,2444800,4158100,861200,5002100,8733000,2555100,2070400,2130500,843400,845100,369400,1334300,2224500,8870500,11447900,1717800,420100,5700500,3249300,6669500,1547100,2049100,16803100,806200,2071700,6970000,6764900,1310250,4633600,527800,465800,4973500,3006500,2915400,12456400,1556600,869500,1369900,1083972,387800,1528700,1576700
2020-01-03,1118300,14008900,567000,146322800,5988500,801500,4747000,784700,1802100,1577600,1374400,2259500,1000100,737900,1239900,1939400,5349500,2125400,2358800,280300,678200,865900,1337600,488800,1404600,1047100,480500,5415200,9447300,73127400,785500,1879000,581300,1598900,75288000,3067600,468400,501700,883200,5940600,1710400,1397800,960600,371300,724200,4466300,672100,2287000,605900,869300,2187900,2090600,188800,3875900,50357900,2371000,1871700,19998579,1713600,1601973,3735700,739800,782400,700100,138100,2276100,294000,3125700,337300,12984600,359200,3023900,910800,4704100,1193595,456800,12437400,3054300,1876300,3100600,1176000,599700,1213300,1254500,4892300,672600,1317600,883200,770900,2349600,2768100,1224200,892000,974100,1387300,461800,3473800,809800,1143400,20496400,1184900,422700,1017600,2074800,4965000,3405400,1450100,197300,6333200,1926000,1658300,2511600,473800,291200,3205400,15577400,2096000,9978900,493100,406700,6896300,2535700,5611400,4453000,6360900,2282700,2840700,9078100,6005300,1301100,1068300,1715300,679100,4330400,2329000,7320200,869400,2102600,587400,5004300,490800,1371300,1367583,2825400,937700,6983500,4045800,2171200,1840300,3960900,1251100,1379600,710600,1459400,1076200,986800,1461500,2672600,4811000,3716200,216500,385200,1326500,7208700,2199100,400700,1557900,1422900,2109800,956600,2993700,7550611,660200,2027100,745000,45040800,2168500,4101300,20401300,237400,2216500,2970900,420600,2834000,172000,2365700,4245300,859100,835100,940300,4035800,475200,943700,6641000,1366483,1662200,13752464,2706400,4689700,4718900,392700,6977700,9173000,485400,23728000,23408000,799100,1310900,503800,2274500,355200,11562600,708100,7858600,1191700,3423200,2925600,1326800,408100,1854500,1626600,2805200,7802100,5421800,1858700,663400,7338700,770900,891400,1985900,2482890,2544500,399100,309100,1072800,1346100,5529300,15293900,798500,2697800,2994605,2302000,1047200,694500,4402600,1256100,447900,1400800,5457900,588900,535200,4206700,205700,5752400,3041800,10386800,1240600,1129000,6898800,1124000,5012700,4152400,833400,1352900,10148700,1475400,11354500,5442000,829300,1031000,2623600,647882,2182200,2899300,1377500,1963500,2990100,1597800,976100,2774200,962200,3536100,2822400,3940600,2713200,687100,2501300,481300,2116900,2127800,2767600,20029800,746600,475800,6791700,2764600,5162300,11188400,3299300,843700,1469800,192900,442400,1486500,2466900,3482200,7850700,356500,4112400,9671100,233300,5903698,1751000,14858400,6706000,459700,21116200,962400,461900,850900,149700,16815800,1611800,2164800,163200,7097200,9148900,3806900,3440400,4541800,2600300,1135800,2751300,2003700,1429800,995900,2837400,20538400,30400,3206800,1037300,1976500,1546100,1826227,930000,1727600,1018300,4412700,11026700,482900,15097400,2229600,4640100,343200,964700,2407050,5036400,2996200,2992200,4000100,14922848,896100,7970500,4155800,895400,2607200,844700,2188000,3806700,1374400,1023700,1058500,360000,193300,1598400,4105100,1526300,773400,2236900,311200,1506800,1782100,7098300,8340300,2695100,1229400,162400,833500,500800,8382600,1667700,830400,551700,417200,542600,1647300,479300,1486500,1362400,4969756,558900,787400,4874100,6698900,1016500,1144700,1635600,666400,9752000,362500,834800,3531800,1308200,576800,1264900,638000,1420000,1511000,1649700,1311500,937000,2339000,3993900,801600,1759900,36296666,1955300,278000,202500,434400,1439800,1363400,4434300,167700,5018500,3229200,819600,1831900,3511200,3365300,447800,958800,927300,1527300,266677500,2506100,1142054,729100,4057200,1670600,165000,3562900,1434500,262700,921300,2711400,2344200,2477800,1089000,5161800,4899700,1966200,1944000,5057000,906800,876900,912100,943400,2966100,7957300,13263200,968700,389700,4892300,3599600,3958000,1859400,1687000,15608800,521100,1424900,7542700,5399200,657600,3544100,316100,411400,3111000,1760500,2422500,17386900,910000,795100,1145500,992405,305300,1215800,1274000
2020-01-06,1993200,6105800,880200,118387200,6786600,765000,5631700,1270900,2841400,1874700,1979400,2831700,1205900,1021900,1381600,1253200,4348400,2760700,2699700,234700,1024700,1394200,1330000,775700,1342700,1214800,627400,8586000,8621700,47934900,1157800,1802800,748700,1526800,81236000,2064000,612600,740600,1088400,4471700,1737400,2195000,1574900,604700,822900,4910800,602000,2078900,644600,765800,1727000,2855200,296800,5355000,42185000,2490400,3500000,11018083,2270100,1603408,3267000,723100,1388700,1271000,140300,3978800,384000,4248600,411300,11311400,401500,4263000,1476300,5768900,961624,587100,10059500,4579100,2410200,2549600,1281800,603900,1489400,1631100,6696400,1529300,1544700,1014400,711400,2283300,2743500,1541900,1098300,829900,1243000,409100,4607500,869300,1085900,17628200,1329800,405200,1253900,1478300,4091300,3513900,1526300,185100,8823800,2655100,4328900,3725600,835100,393800,8836200,22183600,1880000,14636400,409200,611900,8388500,3017000,6972800,4620700,9953000,1619600,2164400,5504300,5619000,1234200,2278300,2295600,505200,4305500,2749400,8262500,1151000,3431600,754200,4293100,525400,1595900,1122713,2410300,1668500,4389700,4211300,2699600,2934200,5866000,1294800,1395300,729200,1360100,2428900,1308700,1274600,3787200,4628800,8485500,497300,284200,1764300,8293700,2717500,369200,3665200,1527900,2077100,921300,3244200,7783203,872500,2218300,1207800,43372300,2018200,4135200,19145300,349900,2389700,2474900,568800,2114800,247700,3685700,3652200,988200,804900,792600,2433100,390800,1535100,7369000,2373390,1957000,17925786,9985300,8248700,3884700,571100,6013700,8408200,395400,34646000,46768000,643500,1533000,686200,3329300,316500,14422600,779400,7198700,1059600,5682800,2116800,2050400,454500,1821800,1859000,3277900,9155300,9312500,2276200,696300,6040600,1032900,956800,2410900,2537073,2649700,579000,289700,1170300,760800,2817200,17755200,1026100,2945800,3214570,3321100,1539200,807300,2871600,1574400,473000,1587300,4199800,575900,928700,4998100,242900,7731300,4141100,10259000,1323600,1783500,9225600,1193700,4714700,3256300,1266800,1181300,13978300,1345200,14698300,6929600,786600,799500,6703400,674305,1968100,2395300,1970900,2102900,2477800,1815400,2585200,3635400,1340500,4200300,2922500,1960200,2710700,914800,3307200,492700,2178200,3314500,4660400,4031600,1225200,714900,5906400,3332000,3271700,17058900,4060200,1035300,1326600,329000,571500,1344400,1998000,4469200,6532500,678200,4134100,7878000,339900,7522963,1606500,12021000,7476700,450900,20813700,1544400,372900,1568900,187900,18768700,2302500,2155200,160900,5518800,10416400,5663100,4365600,4612400,2130000,1474000,2605600,2076800,1005400,878100,2239000,26263600,34500,3492000,475100,2011900,2157900,1324056,967350,2109700,1436600,8584400,10982400,837100,16659700,3342600,5700000,446600,1196700,2698200,7105400,2688400,3605300,4085100,15771951,849900,6674400,5897200,734100,2145700,1051500,1794500,7041400,1335500,794100,908800,646500,137200,1529400,6201900,1689000,1134300,3917100,380400,1631000,2126300,6764500,8381400,3186200,1518000,265200,618300,690800,7579200,991300,827850,1085100,449100,1006900,1316550,587800,1573600,988700,4139504,464700,810600,5409800,6804300,970800,1427900,1926600,1112300,15534100,407600,924800,3507600,1026700,875100,1107200,581900,3186000,2214800,1995900,1615100,958600,3177000,5145900,1294500,1916800,51229797,2429900,377700,222400,838800,1150100,1717600,9669300,170000,4226900,5223000,1010000,2675300,4040500,2325100,775400,771300,952800,1393400,151995000,2262500,1766575,1678700,4345400,1333100,228600,2652700,1276800,434300,880500,3079100,3142500,3381600,707500,6869200,10109500,1967600,4170500,3393200,798000,656200,615700,1436600,2276200,9540600,15094500,1233500,406500,6003300,2416900,4085900,1418100,2201200,13200300,560300,1840700,12104200,6445500,975750,3879300,331900,620200,2178600,1357900,2217100,20081900,751000,817300,1454100,972423,322600,1217500,2334100
2020-01-07,1684700,6105900,1129500,108872000,7242500,845300,3408100,1334800,3097400,2500800,2214700,2265200,1878900,897200,1227200,2608100,3240600,3922100,4580100,254700,627500,2475900,1574400,522900,1041500,1641000,588400,7970400,9093800,58061400,1265600,1518900,1009200,1463800,80898000,2131600,357100,495500,868200,37002300,1518900,1668000,2100900,4543900,875500,4920300,850500,1856500,730800,841000,766300,2042300,269100,9898600,34149000,2518500,4803200,7084052,2040900,1366223,4474800,689800,728600,1034000,253700,3573500,345300,5493400,453900,15551700,585300,3517000,782400,4298400,1571429,619800,10469100,8378000,1818700,2841900,1505900,514800,1012100,1667200,5725400,774200,1664600,801300,1231300,1944500,3266700,1583800,1147100,1050800,1354600,442300,4500000,1198200,1314200,24563700,968000,243300,1437200,1679600,3475500,4252100,1978200,212400,5974800,1963400,1896600,3594200,556000,308500,8272700,16501900,2330000,14360700,388400,476300,6983600,2952900,6014800,6172300,7856900,1957500,2555100,5563000,9185300,1234200,1926300,2832000,629400,4440400,1987200,6906500,1006400,2969000,810700,5122800,501000,1901800,862215,3980900,1177900,6457400,3027200,5351200,1692400,6867400,1556700,1897700,578100,1610400,1180600,1313200,1431800,2497000,5363100,4320000,159600,252600,1194800,4618300,2432800,327200,2631000,1018900,1945500,1910500,2621400,9501775,871800,1813100,893600,44984100,2196900,3108300,20849500,235200,2140100,2187700,463600,2397800,155700,3568500,4057900,1574300,1462900,955700,3254000,353900,974200,3796500,2004254,1454600,11301510,7064500,8082600,4274300,311400,6851500,17556800,442400,30054000,34330000,583100,1520500,781200,5255200,325000,12406300,984900,7101800,817600,5685400,1733200,1413900,431200,1498900,1550700,3002800,8548500,6536200,2076400,790700,10964100,858800,669200,1919700,3232977,2343900,418400,372700,1244700,789100,1536000,21876100,915100,3194200,3498950,2853400,1052900,839500,2312900,3515100,477200,1144100,2910100,619100,614500,5157100,320700,7382900,1909500,10531300,2412000,1272800,8343900,1259600,7165700,2762700,1139300,1608500,14736900,1187700,9973900,5882200,759500,483900,5102700,612962,1538100,2589200,2196200,2448300,1059900,1809900,1815100,4191100,1559500,2997600,2262800,1768800,3039300,890600,3182000,380800,2073200,2025800,4047400,13402800,681100,743700,6716300,4443800,6578000,14912400,3613900,739600,1432000,178600,533700,1014000,2173000,6735600,6423600,417700,4618900,6578000,645300,11132275,1461400,9554100,4538100,460700,21634100,1131000,324800,1135500,105800,49908200,1623100,1673100,201200,6653200,9378300,4703200,2937000,6719900,863600,1438400,2446000,1478900,1575000,686200,2559000,31485600,23700,3362600,467700,1585000,2595500,1610436,710700,1364600,1598300,10547700,12015400,661500,12084800,3384900,5104000,450800,1361200,2611200,5492200,1786500,4094400,5718100,20108107,868300,7583400,4867700,699500,4916900,1285200,2054500,4311600,1936300,1009300,931300,577500,267000,2217600,4288200,1740400,1164300,2687900,400200,1723300,1343700,6898700,8377400,1673100,1211400,244300,557100,736400,9229600,1239700,1007700,652400,351400,708700,2470050,404600,1961900,772900,4348775,441800,539300,6514700,9985100,834900,1494800,1803600,791800,10971700,438200,701100,3191700,1621600,1253700,1210600,429900,2388700,3139200,1914400,2301500,1144800,2055800,3113300,1077500,1701400,37337462,2385800,255100,263100,429200,2103400,2096500,5272800,127300,3641600,4586700,917700,3262400,2752900,1393500,1040600,826700,1204600,2721700,268231500,2088700,1771215,1179300,7184100,1024500,220000,2581300,1236200,645700,1157500,2492900,4096400,1952300,525200,4006800,4392300,1766100,3174800,3795500,976500,1514700,418600,1027700,1578200,8041200,14293100,1073900,420800,4365700,3102000,11090300,1071200,1239500,13278600,786500,2325500,8952900,6846900,1029300,4693800,289800,443200,2426200,1722100,1861100,17387700,792600,662200,1388600,934519,236300,1450900,1224500
2020-01-08,1847600,10496800,825700,132079200,7696800,1182000,5693900,1285200,2271300,2248500,2036500,3346400,1675500,1314800,1034700,2245400,4476400,2854900,4832100,265100,795700,1899000,2029500,602600,1438500,1748900,938700,4364400,4951500,53767000,874000,2214700,657700,1433900,70160000,2695200,445900,691700,1119100,13506200,965700,1615800,2295700,2239300,905100,5021500,872300,3197900,493100,1096700,911200,3458200,207900,8239200,45311600,2040800,3576600,6677202,2047000,1443713,3995200,781300,827500,1059000,269100,3941400,325800,5871700,726500,18527000,486200,3780300,1767500,5071800,1217792,628600,11292400,4944200,1727100,2153200,2106300,1039300,1252300,2644600,5021400,1448700,1763100,1034200,826300,2121500,5653800,1699200,1132400,1063200,1483600,884500,4676100,901200,1099300,18097400,1512300,262500,896800,1703700,3969500,5922600,2194600,335800,6470100,2492800,2245600,2335600,614200,384500,7225100,25175900,2305000,8612700,702100,879900,10755300,2912100,3684500,8311200,7295900,1275200,2591100,8519000,6361700,1713900,2092300,3208400,700900,5279600,2788100,6984200,2553900,5911500,848400,3629700,543000,1675800,841418,2583300,1217900,8227400,3219700,2938400,2651600,6072600,1185900,2255000,1165600,1886200,1614300,2067800,965900,2554300,5446100,5337300,333900,261000,2388900,9538100,1548900,450500,2480500,867500,3222700,2016500,4319400,8607579,989100,1990000,791200,45994900,1991100,3795900,17484700,288600,3053200,2700000,571400,3323100,200800,3206700,4795400,1058200,1433500,1799500,3709700,521000,725700,6953000,2733204,1226400,8871325,7925900,6607300,4143400,367600,8429600,13229400,718500,30560000,35314000,597300,1325800,1080000,3564700,321200,14021100,920900,9332700,883200,4916200,2377000,1656100,1055000,2741600,1928600,2545500,7624900,7780100,2016700,730300,8460600,865200,1201700,2767300,4545916,3013700,717500,357200,756100,679700,1698500,23133500,1373900,4649800,2657846,4438200,1182100,1131700,2274600,2679300,556100,1168400,3765800,930100,652300,4994300,458500,6605800,2143000,9695300,1270300,1931800,10701700,1233700,5802900,3382900,883500,1741300,10651500,1651100,10676000,7341600,904800,1058400,9236900,998130,1683300,1327300,2123000,5188600,1708100,2375800,1504300,4030100,1553700,4103100,3455300,1516400,1829900,1391700,3224400,500600,1412800,2549100,5284200,4806200,845600,887200,5435400,5482800,9880500,13475000,4213400,594400,1014400,383100,506500,1327300,2758300,6053600,5987200,661500,3837200,5585200,297500,15200506,1041600,15588600,6185200,528700,27746500,1386800,462500,1853000,148200,29730800,1187300,3501000,197500,5936000,9455300,7104500,4566500,4942200,1312400,1740800,3594200,1133600,1801500,1099900,2130200,27710800,35100,2967000,528100,1695900,1589100,1912812,655350,2153900,1737400,6660900,11856700,479500,12250900,3157200,8139300,532200,1500500,2749350,7008900,2651200,3250900,3681400,16403507,1176900,5385100,4073700,711500,5464200,691700,2013700,5337600,1958400,941000,797200,454800,220100,1313000,5247100,3611400,1262100,3452600,743000,970000,2125400,8293600,7619900,1735300,1429600,225700,767700,743100,7741800,1025200,1513650,720900,474800,671100,1995150,453300,1565200,1337400,3772445,597600,547800,7296300,10887000,1041300,1241500,1886400,1009900,11327600,305000,1241800,3413600,1397600,1004500,1255000,839000,2027000,1941200,2541200,4577800,2367800,2139000,4736700,1019100,2945900,53645832,1979000,409100,242600,725200,2001000,1188100,6232700,178100,5731600,3658100,939100,3037400,3624100,3570400,1050500,751100,1942800,1449500,467164500,2166400,1303308,1665900,3546900,2072500,214100,4152500,1783700,828000,1123400,3379200,2817500,2016000,688700,5627500,5712000,2980000,4320000,4101800,674100,773100,705200,1802600,2002200,6933300,15926500,1536000,682500,17431800,3674100,6600100,1323700,2016800,16585600,540100,1824600,7396400,5875800,861750,3156400,533900,486400,2299800,1176200,4828900,15137700,1001500,1083200,1521500,936064,689600,2396000,1766700
2020-01-09,1912700,6898900,1177400,170108400,7518000,795400,6432500,1326300,2910600,1626300,1418500,4080200,1189600,1164500,1460700,2141900,4163200,3646500,3219800,281600,635500,1639600,1301100,1331300,1140400,1462000,458500,5713500,3993000,76512800,764200,1629000,594400,1376700,63346000,1901600,513200,528900,1065800,7590100,1320900,2376800,1087900,1644600,834600,7766600,738800,4239700,607100,803600,549600,2787100,206000,8175600,39861600,2585200,2098900,20544962,2225700,960015,4126500,695700,799600,966500,244900,2775400,273800,3452800,477100,16169300,752300,3497300,1731300,7225800,1352862,652300,12895900,5620600,1747000,2272500,1796900,789300,986500,1534400,2588900,1152500,1514400,943900,998300,1762600,2667400,1364000,816400,924300,2018200,751700,3996100,504900,1452300,14195400,1667200,457300,1199800,1152400,2510500,5709400,1825500,372200,6005100,3261200,2028800,2669400,475400,280200,5952900,18203600,2090000,6462900,810800,491600,10587400,4049000,3703200,5426200,7345300,1465400,2206500,5336700,5572300,1459100,1580100,2832600,652900,5505200,2104900,6664200,980000,4131400,643700,2667800,994000,1906700,948813,2377200,1404400,7500200,3130900,3836800,1818600,10787300,1115600,1523200,703100,1414200,1277100,1439900,1013900,2309100,6544400,6908200,183500,229600,892800,7885300,1372100,505900,2736900,819600,2428900,2000100,4137600,7459902,948800,1746000,639800,51817400,1458900,3811400,16540900,434400,2240200,2249100,542700,3434200,273500,4133200,5780300,955600,925500,851000,3621900,351300,891700,5476500,3328195,1581600,6305258,4962200,5942300,3842000,311200,6048100,9610400,750800,30018000,33200000,707100,1045200,750100,3980700,261500,13480200,683300,5915900,953000,4843600,1487200,1774900,962000,1596200,4088900,1789500,10668500,9378700,2242900,1551400,5100500,919100,1760800,4467600,3902208,2268300,567600,243000,1121500,879700,1977600,18813300,1076300,2160000,1868698,3887000,850400,648800,2089500,2988900,382000,1264400,3815600,659300,1058500,4643900,311200,6112700,2349400,9469000,1436300,4952100,7836700,1048400,8938400,4601700,916900,1727500,16251400,1153500,15398000,5725300,699400,762700,5389800,963326,980000,1086100,2525900,4522800,1064300,1545500,1869700,2932400,1374800,3850700,3011300,945700,1724200,1408400,3292600,353100,1197900,1598500,5971600,4421200,802900,811100,5653900,5120900,5793900,12642800,2176400,658300,2770800,414100,481600,1276400,2746300,6613000,6449500,464000,2755100,6179700,180600,9714750,1495700,14048300,7308000,470000,21385000,1281700,443600,1631200,168200,22376100,782900,1590000,180500,6958000,6096000,4709300,3230100,5007500,741500,1403500,2329200,1812000,2009200,1001600,2672800,25511200,60500,3903500,661900,1846900,2429600,2061936,908100,1726800,1838700,4118200,10671000,561200,14635000,2253600,7749200,506500,1245600,2748600,7006000,2591100,2081300,3954700,21971895,945300,5944000,2199400,587500,3737700,850500,1688300,6180100,1652000,527500,779300,574800,170400,1644900,3266800,2279500,1063500,3127700,538600,1257700,1516200,5944700,9155500,1676200,1227300,193800,875600,587500,7596500,917900,1030950,877000,444700,676100,1707000,541800,2185800,1672500,4672455,445400,358900,9443500,9749600,1030600,943500,2245200,902900,12186000,213500,1211800,3114700,2236400,1316100,1119400,644100,2029600,1959500,2313800,2475500,1666200,1935800,3946000,744400,1914800,52228887,1341100,316500,186400,454400,1254000,1783000,5700600,307000,5369700,5584400,901900,2981900,2983500,2478300,1191700,903200,1228600,1116600,426606000,2427600,1637932,804300,3526600,1444300,334600,2252200,1303900,417500,1580100,2838200,3311100,2151500,923200,5775400,6748000,2582000,3412800,3033300,649900,758800,760800,1435400,1688700,6310700,20134600,841400,466100,8469600,6465100,5190700,1036700,1211900,20817400,721400,1634200,11794800,5563700,1358250,2742100,726600,914100,1670400,1203900,4494800,14811800,1166800,797500,1790100,1037828,766200,1384200,2075400
